,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063
demandDE-44,1,1.010684203,1.023241574,1.037274347,1.061559832,1.064302644,1.074780888,1.105194529,1.132612833,1.143604608,1.142608435,1.156699121,1.160252767,1.191257408,1.198268815,1.207816537,1.220830907,1.230160478,1.234694688,1.240234836,1.261176953,1.266639789,1.265661645,1.274896002,1.298342798,1.325274098,1.342658571,1.356325954,1.366670173,1.364128558,1.380975496,1.395623901,1.43121193,1.458816179,1.459279186,1.463007471,1.469516362,1.50164156,1.522060654,1.525144399,1.547491394,1.564292503,1.590797077,1.591978272,1.597694809,1.618817838,1.635154546,1.650272739,1.686443406,1.695996651
demandDE-45,1,1.010303565,1.011420989,1.024878311,1.042763187,1.049576361,1.056104301,1.072788195,1.076503395,1.084477008,1.109663961,1.105146805,1.117842139,1.144138481,1.150157661,1.152808629,1.170538732,1.185652287,1.184369573,1.183958696,1.200496876,1.202429399,1.209563899,1.221752249,1.249631282,1.279310927,1.293594874,1.303314773,1.316323189,1.334257336,1.351549693,1.351364627,1.35434065,1.360194983,1.392878879,1.410096689,1.43388819,1.455663178,1.448071036,1.472300103,1.484649508,1.503478494,1.543999927,1.568047471,1.609831865,1.619093299,1.631782782,1.656293203,1.667979497,1.706196109
demandDE-46,1,1.009917542,1.012672101,1.027323216,1.056170386,1.06544117,1.071635032,1.077100715,1.098022787,1.109729362,1.12466943,1.136625473,1.135912325,1.152324325,1.149438179,1.160972942,1.168955735,1.199960463,1.210234323,1.232197275,1.251460125,1.253237392,1.28760078,1.291728306,1.28461542,1.286378047,1.296841641,1.305061946,1.331456641,1.332581589,1.328552512,1.353571554,1.367671495,1.400131476,1.399905654,1.437016643,1.44055802,1.437239028,1.467357815,1.480932268,1.500916333,1.511910995,1.510814668,1.530555363,1.528935326,1.547301,1.553925628,1.579630244,1.569312933,1.562272615
demandDE-47,1,1.009159502,1.007496173,1.012055753,1.019297718,1.04278434,1.05668531,1.067066437,1.07374386,1.085251011,1.092588827,1.09978416,1.107863073,1.102479355,1.126738297,1.136020198,1.154164895,1.178226369,1.184942301,1.194573494,1.188573751,1.216911046,1.228774999,1.235060708,1.246256529,1.25618148,1.275989496,1.294260091,1.322000331,1.343682522,1.339132862,1.341318528,1.333161822,1.344624362,1.366126692,1.370316159,1.375869759,1.397454717,1.388780787,1.382094724,1.410071241,1.413075113,1.412254889,1.430383659,1.425734707,1.454953556,1.480093364,1.489449578,1.510225968,1.517288351
demandDE-48,1,1.008692509,1.029531663,1.030600694,1.049345671,1.069198782,1.075457266,1.079812359,1.08279441,1.091099281,1.107398003,1.112476136,1.112172473,1.138213398,1.13960342,1.142268721,1.147558049,1.152419618,1.164486694,1.16893535,1.191635586,1.188001954,1.203659232,1.200118643,1.197835834,1.209902925,1.227547832,1.257701504,1.248624557,1.245810274,1.257272925,1.274306366,1.303797737,1.317633894,1.320271294,1.321349331,1.341143431,1.354850192,1.381770456,1.396588852,1.426849807,1.442904378,1.444786824,1.437157567,1.443045621,1.47482408,1.478311682,1.503759415,1.51145346,1.53253106
demandDE-49,1,1.021824286,1.034629326,1.03530498,1.046203867,1.046087591,1.07052769,1.067702608,1.063550303,1.078335879,1.078755845,1.106311179,1.118243142,1.141652383,1.146864739,1.159684331,1.178618811,1.20670246,1.241014843,1.266436882,1.268575664,1.268487147,1.301271592,1.314946593,1.327034998,1.357567231,1.372333864,1.384586971,1.389941553,1.388960223,1.399250614,1.408113447,1.405100563,1.436464291,1.460500188,1.465085047,1.500021835,1.496541172,1.508253317,1.531870592,1.56322625,1.564727029,1.580851735,1.609552489,1.624910319,1.665079494,1.667684727,1.699699305,1.731363403,1.747038123
demandDE-50,1,1.009506333,1.018674966,1.025092557,1.048093666,1.053474596,1.071546693,1.083171764,1.077237586,1.098722632,1.102233339,1.116357219,1.124180037,1.134896741,1.159667513,1.191680421,1.199287935,1.22876481,1.236038564,1.256355458,1.27994095,1.302702986,1.32274194,1.331765424,1.340703851,1.36017539,1.380974524,1.394722066,1.401591456,1.417413886,1.433705743,1.437169867,1.446923856,1.450279515,1.4577244,1.472124672,1.46490707,1.46161896,1.468107702,1.463396489,1.499156635,1.517362009,1.507884553,1.50709101,1.543813524,1.55641414,1.569593285,1.586533028,1.604262433,1.638648714
demandDE-51,1,1.010474551,1.024961909,1.049947311,1.061070438,1.065636312,1.080139766,1.09661728,1.113966676,1.135597584,1.15582152,1.145885189,1.153007402,1.175397503,1.188641025,1.204522531,1.207784632,1.233886125,1.222326845,1.231680285,1.221026161,1.229232223,1.230493563,1.249334487,1.274830487,1.299382551,1.305702871,1.325651822,1.339069091,1.339022136,1.371831019,1.380433704,1.403737509,1.418833126,1.434311268,1.452366628,1.465340936,1.490377016,1.496443014,1.503077393,1.500028259,1.504050811,1.510991328,1.52486796,1.55342009,1.572001012,1.596538389,1.588561509,1.618372262,1.65631731
demandDE-52,1,0.992298601,1.008873597,1.018828346,1.027002993,1.037825643,1.043169171,1.056887596,1.058687045,1.06733217,1.089485441,1.116597039,1.116954646,1.1305151,1.150509179,1.180724164,1.206079119,1.212365994,1.204362716,1.211813578,1.23847657,1.265087674,1.284537063,1.301571668,1.328619712,1.331800098,1.326794677,1.348503198,1.375177864,1.38391957,1.397284797,1.416919247,1.429045487,1.440345876,1.472989638,1.500303823,1.511079641,1.512444906,1.521973141,1.537300307,1.557100993,1.57282706,1.599097318,1.639144884,1.634228563,1.649575299,1.659797246,1.687051403,1.718970668,1.742264804
demandDE-53,1,1.012104093,1.032883695,1.038991946,1.065674095,1.076634837,1.100884238,1.120278688,1.12379186,1.137250366,1.156615146,1.16774452,1.186256045,1.191540818,1.219640858,1.223864796,1.235510038,1.252582978,1.267563067,1.30012294,1.311900439,1.316549912,1.321465247,1.334749859,1.332363322,1.331582787,1.354917246,1.376441719,1.389682897,1.404103872,1.401216408,1.40313113,1.436486903,1.469742436,1.500819857,1.530389123,1.553915887,1.565720402,1.566926817,1.575370919,1.594280804,1.638791807,1.676425501,1.69179581,1.719352134,1.742172068,1.768502779,1.781433737,1.800434281,1.805892243
demandDE-54,1,1.013148636,1.024356828,1.044614649,1.047600988,1.062888925,1.071604782,1.094277084,1.107424494,1.118665349,1.137199313,1.137313081,1.168424641,1.177831744,1.208496253,1.220637023,1.22367767,1.2217212,1.232778943,1.235211451,1.250624093,1.270614607,1.282590695,1.29135186,1.313161779,1.307329845,1.319122006,1.352894649,1.360112366,1.374773806,1.399007765,1.43236865,1.431502309,1.434771557,1.448234808,1.466766502,1.486726245,1.506950214,1.521999726,1.542528003,1.569464346,1.603660812,1.615793757,1.614014018,1.618852733,1.62992075,1.649974423,1.672738269,1.674249313,1.686996154
demandDE-55,1,1.015614374,1.041235591,1.052076854,1.049715782,1.065473677,1.059949007,1.06658418,1.081377637,1.097835854,1.104515117,1.113941955,1.13346248,1.131692676,1.157583201,1.158901545,1.15579556,1.157697275,1.153546718,1.150569847,1.16654751,1.185727973,1.20561222,1.200758386,1.198178642,1.208990796,1.204131902,1.214529109,1.229081996,1.239957277,1.239018697,1.246957627,1.261864454,1.287103303,1.304919268,1.308692433,1.32468761,1.343299159,1.353741196,1.366152924,1.379843679,1.389050828,1.417015923,1.448430192,1.45922673,1.453415176,1.486263848,1.497457765,1.526185637,1.53654714
demandDE-56,1,1.002459069,1.00204651,1.000228218,1.012934135,1.024928993,1.037872553,1.053520961,1.063667626,1.070834432,1.083004778,1.09501887,1.095866195,1.10741921,1.120101598,1.136116388,1.140327534,1.148239804,1.166006223,1.189261846,1.20235553,1.209144003,1.223992099,1.246784865,1.264574556,1.27389497,1.279885651,1.281029325,1.286145768,1.3008375,1.294501082,1.292099673,1.319479191,1.330194559,1.334005102,1.359542044,1.392012455,1.382137793,1.401415906,1.416836728,1.430842511,1.461280491,1.485874673,1.490309409,1.486065245,1.49994631,1.507975539,1.514845564,1.512452834,1.523262331
demandDE-57,1,0.993402137,1.003487767,1.020835537,1.048644058,1.046277101,1.058121335,1.071218822,1.071953582,1.065568406,1.076795945,1.084193074,1.0993931,1.092766756,1.090858621,1.099674396,1.116469114,1.116101941,1.110004448,1.111890804,1.119992106,1.132151737,1.127875988,1.135995069,1.163291757,1.164223268,1.176271124,1.203846885,1.215742952,1.224432277,1.231756199,1.264985684,1.281019492,1.294398127,1.309763016,1.320278763,1.33115337,1.324849658,1.342678365,1.350366756,1.346015696,1.361663485,1.376876958,1.379006633,1.384763916,1.391235812,1.407741319,1.43438822,1.468454492,1.484456876
demandDE-58,1,1.009563326,1.006971734,1.007254206,1.027047099,1.033806732,1.052272746,1.055892586,1.075825901,1.090311334,1.110771608,1.121748251,1.145504285,1.154090238,1.149931235,1.170090138,1.198607635,1.205893818,1.229270672,1.24402534,1.243775633,1.245630314,1.255918446,1.26979677,1.287779072,1.306076217,1.322885543,1.350343585,1.378876548,1.395837797,1.421755036,1.435744659,1.447394917,1.46437447,1.470777123,1.473545458,1.481662046,1.474018219,1.508364054,1.528017211,1.549905156,1.567745309,1.594205357,1.591185305,1.617381438,1.642400826,1.658701421,1.651488146,1.667268368,1.7003521
demandDE-59,1,1.001656385,1.026198088,1.025285922,1.031877312,1.042403321,1.050823315,1.051783964,1.057894832,1.072102887,1.064198288,1.066212175,1.084981235,1.087719938,1.095776392,1.100177988,1.119709649,1.148136991,1.153378512,1.161444671,1.178215291,1.195296913,1.212510233,1.219005626,1.242204096,1.272180498,1.272196786,1.276041366,1.280596915,1.29486528,1.312917062,1.323617586,1.320124017,1.335704221,1.353584773,1.358481951,1.383386134,1.395281597,1.405939961,1.412000918,1.422522532,1.450289732,1.467102354,1.492798202,1.506545278,1.524430538,1.555019158,1.561511531,1.576259035,1.595193832
demandDE-60,1,1.01435012,1.021842606,1.022148995,1.029034813,1.040925356,1.04595691,1.061541572,1.082089696,1.082670194,1.091547213,1.117082588,1.135195439,1.145825277,1.156876793,1.172244088,1.169295495,1.194509697,1.227377157,1.228239981,1.250276755,1.240435408,1.255289752,1.280060749,1.272134778,1.29566904,1.313550071,1.306155184,1.307676626,1.313701966,1.323501222,1.331651946,1.353448511,1.360793649,1.364072386,1.368866586,1.367978964,1.381519144,1.413491995,1.444346559,1.455873197,1.458350101,1.476580125,1.485536259,1.513471209,1.529197982,1.560967789,1.559916525,1.582614218,1.602393377
demandDE-61,1,1.019306367,1.031003741,1.043279616,1.042694184,1.052451987,1.049754402,1.072214623,1.080328955,1.086125301,1.084661703,1.101558367,1.100420783,1.117610741,1.125505473,1.132682289,1.141921431,1.166849593,1.174203381,1.204652807,1.217301255,1.225019682,1.256209198,1.278821086,1.30179672,1.316858407,1.343153812,1.362271856,1.389207722,1.395039532,1.420635059,1.430044278,1.439442147,1.434197439,1.456049547,1.479033238,1.502110852,1.504583943,1.545261147,1.548578334,1.561993795,1.574798643,1.611800154,1.60893919,1.628716889,1.654446307,1.681650499,1.680886571,1.70674085,1.713298844
demandDE-62,1,1.001431973,1.011421643,1.018489,1.047134178,1.060854017,1.064648327,1.077921479,1.083025466,1.094998393,1.08771188,1.101516324,1.111412851,1.114820751,1.134260539,1.157310774,1.165750378,1.172383708,1.198334916,1.210875179,1.234220089,1.259852811,1.289633407,1.294570753,1.328038182,1.34326045,1.367720163,1.390487404,1.411610142,1.424943857,1.43829571,1.458551802,1.463872703,1.505873363,1.530642438,1.544069441,1.545749675,1.565395912,1.572170185,1.576540121,1.587996691,1.580287818,1.608650591,1.610117024,1.624809511,1.625711307,1.652946085,1.666208367,1.688163924,1.71086334
demandDE-63,1,1.002879918,1.014715371,1.021063553,1.029436545,1.032774326,1.061544283,1.072029408,1.071772067,1.089597647,1.106001747,1.116902063,1.133120928,1.153558265,1.183013924,1.188988506,1.204607371,1.215569277,1.225159478,1.235042399,1.235627343,1.25567869,1.250819355,1.27680259,1.289020996,1.29220936,1.325437127,1.330420405,1.344122842,1.343178768,1.340841215,1.359977641,1.379578749,1.409576526,1.416847567,1.433351433,1.463547605,1.477858454,1.502648854,1.541235487,1.563919564,1.603045492,1.609152694,1.623367642,1.644355492,1.659343823,1.689570882,1.698408722,1.698903764,1.728416636
demandDE-64,1,1.01507732,1.023578151,1.032624656,1.035141932,1.038489072,1.055104547,1.053511007,1.076223441,1.072715907,1.066169487,1.065117102,1.076229041,1.079304386,1.098720291,1.115667383,1.123214272,1.135878251,1.141979425,1.142824092,1.157611583,1.168115886,1.175228143,1.179958633,1.18726459,1.202864831,1.203127072,1.20226841,1.203280569,1.215333095,1.236912458,1.263738316,1.27794938,1.292638195,1.321963328,1.332408462,1.362622408,1.378175119,1.399293029,1.43220803,1.458898101,1.473122685,1.488087222,1.523919965,1.551622999,1.581728407,1.589902952,1.600247039,1.606349285,1.624796616
demandDE-65,1,1.016415321,1.033469546,1.037465189,1.053609631,1.060986449,1.082197908,1.08892013,1.099553177,1.106307248,1.113864136,1.138316069,1.168795061,1.175090135,1.178890617,1.19619834,1.220914112,1.238388987,1.244377108,1.257144314,1.25881952,1.272958533,1.280673404,1.286702304,1.310687078,1.338513305,1.351013966,1.362847292,1.375134022,1.382987028,1.395260138,1.399127916,1.415343195,1.425926672,1.427197131,1.437163279,1.440558304,1.452734467,1.468254581,1.472271312,1.510885089,1.511163183,1.499429884,1.501696575,1.544098041,1.571854567,1.59376646,1.609020555,1.627190164,1.627681585
demandDE-66,1,1.007644513,1.01537312,1.019662115,1.026441217,1.04603722,1.055563376,1.068956063,1.084875052,1.100160829,1.116164311,1.139025895,1.149124303,1.169970487,1.186479439,1.191506262,1.221213837,1.239135928,1.234597073,1.244960656,1.260824507,1.279298525,1.281064085,1.304929342,1.313963477,1.326382522,1.334722149,1.344656154,1.350591599,1.356403924,1.366194634,1.359921678,1.391338091,1.39530469,1.405574173,1.440367244,1.473775173,1.470472064,1.477926806,1.480804036,1.476261795,1.497656519,1.516026176,1.525498121,1.544949999,1.556890353,1.576737968,1.620517569,1.61794143,1.627760316
demandDE-67,1,1.004788917,1.007506444,1.021025207,1.028062898,1.037692089,1.046049953,1.041681828,1.042077604,1.055033179,1.063330785,1.07133076,1.086375903,1.094273286,1.093718002,1.093532418,1.106758116,1.108795628,1.115404947,1.140201653,1.14935932,1.147257016,1.171148998,1.195776932,1.199343416,1.218805377,1.231308301,1.236768097,1.248974464,1.276871231,1.278008958,1.298843104,1.315969347,1.312599669,1.319537351,1.341919582,1.376743723,1.391778835,1.391674773,1.390857126,1.39254426,1.421040649,1.429718357,1.443142362,1.476539446,1.495910577,1.52948799,1.527922371,1.519788884,1.519029328
demandDE-68,1,1.013424897,1.018112157,1.0362839,1.035125565,1.04607198,1.054758697,1.067575772,1.070994317,1.087831532,1.098737005,1.116174795,1.11433259,1.109427402,1.117447803,1.113817372,1.126613754,1.134583284,1.126221973,1.144202094,1.176795944,1.190310464,1.203966027,1.230908729,1.24381177,1.268446096,1.281834272,1.297577922,1.324946225,1.34430197,1.375481498,1.390028934,1.400583852,1.434935776,1.463351928,1.486250525,1.478028487,1.471634776,1.473753644,1.481766977,1.512946976,1.519033115,1.539889829,1.529658561,1.528969954,1.550941888,1.570959101,1.584202395,1.590642178,1.629212198
demandDE-69,1,1.008477906,1.024064395,1.035532108,1.047285323,1.063611608,1.067554988,1.074377557,1.072723302,1.091037397,1.095965404,1.092327823,1.089678074,1.116663453,1.135764908,1.160443339,1.165838646,1.187472461,1.189677594,1.187723514,1.189672433,1.183713753,1.201155504,1.195076261,1.205576453,1.202891699,1.221923096,1.231488607,1.228013636,1.251801125,1.269283794,1.267002157,1.280870044,1.29263924,1.322625117,1.322161942,1.322015886,1.357255593,1.352446925,1.36619303,1.397738885,1.415471593,1.421372223,1.438011433,1.443312602,1.457446271,1.474282236,1.496571609,1.510981059,1.526599843
demandDE-70,1,1.022894322,1.029552923,1.03768148,1.034968457,1.04786691,1.05186535,1.050791396,1.074717126,1.084309845,1.08986074,1.092603432,1.096098879,1.108427277,1.124033663,1.123414615,1.134956391,1.153869558,1.167850329,1.182294833,1.185803714,1.214723149,1.222900691,1.228815337,1.243587374,1.276103408,1.296560852,1.316853572,1.316755927,1.328334325,1.35570998,1.351135846,1.379103902,1.388798307,1.394918383,1.424042005,1.413446066,1.446258031,1.459063659,1.47081377,1.459481106,1.464669384,1.462405549,1.467094958,1.48362841,1.492686108,1.492719012,1.4894682,1.486676121,1.48661992
demandDE-71,1,1.010119186,1.014582219,1.021983714,1.046527242,1.040555113,1.046710104,1.063005071,1.065406948,1.063373398,1.063138108,1.078686455,1.083693621,1.096877806,1.109940466,1.123404534,1.124127758,1.119479088,1.115255883,1.109352874,1.121398507,1.138871318,1.146401837,1.161667862,1.162372466,1.169541795,1.182428677,1.186159618,1.181747372,1.202989913,1.210556576,1.226302509,1.228728198,1.240048507,1.258387124,1.259501184,1.254713871,1.26209341,1.28040998,1.306040451,1.319227301,1.340906955,1.347945825,1.357176419,1.375004042,1.38408515,1.418210664,1.412229909,1.434703879,1.440864891
demandDE-72,1,1.022843905,1.026582187,1.034113973,1.040820751,1.040042393,1.062890571,1.074180704,1.068313339,1.082512279,1.091122338,1.108978808,1.137860634,1.165846174,1.196790761,1.200997082,1.217035368,1.224921581,1.253196145,1.274247669,1.287938501,1.286466949,1.289222557,1.293502563,1.33016305,1.354339723,1.359167014,1.382645747,1.397988529,1.416062211,1.436957909,1.439989218,1.466269937,1.468252473,1.498316602,1.516454782,1.533426814,1.53902673,1.563053427,1.561095393,1.573920019,1.610196395,1.602597996,1.64020379,1.638086626,1.682341071,1.710939377,1.738276654,1.773076775,1.793027118
demandDE-73,1,1.001719876,1.020313975,1.03907811,1.066928419,1.078671299,1.079349605,1.09228201,1.098254661,1.097743924,1.110150332,1.117634332,1.129721378,1.128759518,1.143219439,1.154972069,1.160146152,1.186881034,1.201739076,1.207490327,1.200856428,1.217604905,1.229603336,1.232519759,1.233709555,1.226548189,1.234451915,1.245699003,1.255852176,1.272235632,1.282002067,1.288468929,1.302405325,1.315516708,1.31931633,1.314083264,1.343289262,1.352970577,1.367351749,1.388729607,1.406029391,1.422551149,1.432122775,1.44448123,1.450880159,1.491410295,1.491370082,1.47853651,1.49388215,1.500769281
demandDE-74,1,1.012653567,1.037133477,1.065267788,1.074103654,1.082211286,1.075972422,1.086359911,1.096808528,1.104316131,1.136016684,1.163621835,1.176378263,1.172465747,1.19811228,1.210616735,1.213633489,1.221669931,1.231146494,1.228576743,1.23977228,1.250758345,1.244016157,1.275385678,1.287738592,1.302933253,1.326710955,1.327089541,1.325641277,1.341466598,1.353524019,1.353562875,1.369135965,1.394745873,1.409122713,1.433276488,1.449653748,1.474060444,1.489887308,1.484622009,1.507419779,1.542575872,1.572477125,1.565541336,1.589249658,1.608209262,1.644460478,1.645156041,1.643495089,1.648930801
demandDE-75,1,0.999679836,1.004216588,1.007137097,1.02694282,1.027066318,1.041120562,1.04598726,1.04823527,1.067520791,1.078014357,1.091597791,1.094712834,1.119896231,1.126745163,1.148101573,1.157975756,1.161121017,1.170735365,1.188376501,1.203961475,1.22183966,1.225436412,1.239232124,1.257039981,1.2692278,1.299547038,1.329852545,1.325080212,1.336234847,1.3506171,1.341694087,1.358261123,1.373559797,1.385713823,1.397816684,1.401903354,1.430695553,1.435877443,1.444155424,1.481052149,1.486920019,1.494047631,1.509738435,1.525205151,1.552190594,1.570189885,1.610953565,1.631223612,1.662167675
demandDE-76,1,1.014115144,1.008317412,1.02171339,1.023418211,1.032750876,1.041526808,1.054442178,1.060766869,1.059838335,1.073585607,1.095704314,1.114192416,1.132562616,1.140492183,1.157401633,1.181786411,1.203418374,1.204269996,1.214183294,1.229912245,1.235776576,1.249307716,1.257891567,1.259558293,1.260730338,1.268340448,1.285510873,1.306921989,1.308553357,1.308713027,1.340845196,1.369932025,1.389540896,1.393599502,1.419013195,1.425922706,1.425601846,1.452862854,1.454834256,1.492068017,1.51500289,1.514970409,1.532450137,1.550945047,1.558847628,1.579103258,1.599195328,1.61048972,1.645938718
demandDE-77,1,1.014647045,1.03013898,1.050147604,1.072182398,1.075819647,1.093999008,1.108187031,1.113199276,1.116109403,1.138021393,1.149955841,1.164282632,1.165636168,1.181706783,1.183267459,1.216116478,1.234529622,1.26127711,1.265097125,1.286494938,1.310485033,1.317177923,1.331985189,1.328293507,1.33249064,1.359637717,1.359252459,1.37420143,1.377712797,1.386595778,1.380483214,1.370627807,1.38112814,1.394366711,1.391554471,1.387011059,1.388007366,1.405275679,1.423683486,1.437428567,1.456317552,1.470937508,1.498968697,1.522637806,1.546588273,1.548910206,1.578057843,1.606820181,1.618552005
demandDE-78,1,1.011555853,1.021210322,1.02370534,1.051268914,1.055923311,1.067521731,1.075363082,1.084995753,1.097146144,1.097854725,1.107330887,1.118763351,1.144487768,1.154720939,1.155014614,1.169882908,1.181140165,1.179351301,1.174571741,1.174047482,1.185283466,1.204281199,1.210367584,1.231069974,1.231949767,1.23644416,1.249623651,1.264927678,1.264575779,1.284327409,1.288574527,1.316566628,1.344075097,1.357894446,1.360654447,1.382903333,1.403064421,1.437680582,1.448608907,1.479252517,1.47605037,1.48070059,1.48749577,1.480564664,1.500377105,1.517939079,1.519374412,1.533677164,1.544004862
demandDE-79,1,1.00581593,1.010120915,1.019884863,1.028644346,1.040563797,1.048956576,1.054056002,1.070819923,1.091469154,1.105957592,1.12916697,1.13458274,1.157908804,1.155712584,1.15701244,1.16487682,1.184177908,1.200228807,1.201460139,1.203382823,1.196318782,1.216809216,1.242938317,1.268009507,1.289225022,1.31550318,1.318304704,1.345341342,1.370495751,1.37953464,1.387686596,1.398662328,1.39310988,1.396363758,1.405109375,1.403127314,1.407492209,1.407707861,1.40876651,1.419695769,1.427133674,1.453289843,1.489207633,1.49257316,1.496970575,1.527267157,1.536021917,1.557496959,1.586947455
demandDE-80,1,0.999697038,0.995940947,1.005815045,1.021205647,1.039561152,1.042049772,1.037959478,1.047121105,1.054582283,1.057669849,1.062208946,1.07376617,1.084747007,1.110129705,1.127678872,1.147794869,1.164526526,1.170807043,1.181383321,1.194435613,1.197853523,1.21414379,1.226756146,1.245855465,1.26037986,1.277305614,1.285356849,1.305028996,1.324200219,1.327079733,1.332561103,1.362504732,1.375804988,1.390828257,1.403755951,1.426268147,1.429207617,1.427104641,1.454343286,1.459852705,1.481890431,1.493757569,1.503403095,1.517594196,1.513713297,1.52886389,1.543658112,1.570802664,1.57313085
demandDE-81,1,1.01993742,1.025532664,1.045563465,1.0506186,1.067548419,1.076532716,1.093005912,1.103992105,1.10105231,1.104719993,1.099561765,1.101548199,1.116057265,1.130283259,1.134484136,1.142343285,1.15893938,1.169386632,1.171521365,1.170306641,1.178340638,1.206398259,1.224314648,1.227466385,1.246709511,1.265531618,1.268138903,1.268968781,1.28255775,1.318247094,1.321802421,1.332554704,1.333257944,1.345687216,1.357341282,1.361174801,1.370914777,1.372992646,1.373702322,1.400001513,1.394433664,1.388004042,1.4085556,1.408446485,1.421788299,1.438801297,1.440908819,1.455811372,1.477024832
demandDE-82,1,1.022749979,1.026365547,1.032517438,1.026940051,1.032716454,1.04716398,1.057641881,1.064587455,1.088377031,1.089571634,1.100809153,1.096593747,1.099578578,1.125553487,1.142114799,1.15262599,1.15754101,1.158135583,1.157844313,1.147947354,1.15589893,1.164671683,1.175589842,1.191622788,1.197634878,1.213100936,1.220422226,1.247834168,1.245996647,1.241575357,1.253961179,1.271474115,1.28317837,1.288984006,1.288688237,1.29131023,1.325490366,1.354357701,1.381799443,1.385762542,1.385117204,1.386039099,1.422792412,1.435602345,1.446198637,1.486025889,1.483148585,1.501471747,1.539365991
demandDE-83,1,1.006521344,1.010970719,1.035504249,1.036099559,1.051197604,1.058375045,1.068290456,1.078533035,1.087300258,1.088735237,1.102465284,1.112660285,1.141870005,1.148130103,1.148410823,1.151941475,1.160991524,1.165512608,1.174940482,1.179349813,1.200752607,1.205610228,1.228868522,1.242466816,1.260216129,1.281039906,1.315514012,1.337964105,1.35148215,1.369824261,1.383333373,1.397369532,1.418558702,1.419651819,1.454343708,1.471127858,1.48071617,1.487777309,1.508497016,1.511381096,1.516022732,1.523312938,1.543711585,1.562851005,1.563353313,1.597962589,1.614976308,1.627619776,1.616252564
demandDE-84,1,1.008476358,1.009172947,1.017984368,1.019557266,1.038493559,1.060243442,1.06250183,1.087585458,1.101448219,1.10801184,1.115706366,1.1234367,1.125806838,1.140742803,1.150194672,1.153127421,1.168508695,1.164086597,1.17163001,1.162378438,1.183644859,1.192763043,1.19534167,1.206059869,1.202002578,1.205012096,1.198772062,1.201762566,1.200886837,1.220811655,1.218018023,1.227840294,1.231443238,1.25804482,1.257490813,1.27596976,1.307974561,1.336931861,1.367385392,1.375338162,1.389658611,1.405201125,1.427730333,1.452157187,1.478162012,1.489709284,1.5021298,1.514442352,1.520305512
demandDE-85,1,1.019395764,1.023959406,1.029737438,1.056106856,1.066663316,1.069099519,1.096569847,1.113713606,1.124101063,1.12543703,1.120507437,1.144205383,1.144037479,1.162847249,1.158730885,1.174340103,1.182167909,1.208255973,1.229515671,1.231476152,1.23793982,1.247158786,1.242862102,1.256426773,1.283812307,1.294085076,1.2941204,1.301497439,1.300494594,1.310378539,1.309109563,1.312473124,1.337981477,1.348590795,1.33745283,1.349355632,1.367310554,1.378576504,1.38173309,1.39289387,1.39729527,1.405983099,1.400816229,1.413825645,1.419449577,1.442389621,1.467112937,1.46067284,1.474473901
demandDE-86,1,0.997738406,0.993132987,0.992431944,0.994914175,0.999752331,1.011685463,1.023844666,1.029269508,1.049431645,1.061396013,1.059816882,1.087851015,1.083952992,1.115285173,1.132401902,1.129135698,1.131795273,1.153170097,1.159282176,1.181660257,1.203538781,1.218972734,1.228834174,1.22110926,1.254582867,1.288411947,1.291288773,1.295482795,1.30303036,1.322797639,1.34979981,1.366403973,1.379754049,1.412399786,1.415457094,1.442218393,1.444954198,1.452847256,1.483283172,1.490957759,1.494540028,1.512243144,1.503218597,1.50932525,1.52456164,1.538699391,1.555768494,1.569597981,1.582733859
demandDE-87,1,1.003788796,1.007737683,1.017398679,1.021241498,1.038857193,1.054906068,1.052897521,1.065206721,1.07538492,1.093943975,1.114539493,1.121411609,1.126954874,1.133788064,1.14580514,1.14699576,1.148491621,1.160265991,1.176867612,1.201041677,1.215509208,1.220582326,1.229713445,1.2443923,1.254277349,1.281045581,1.282059402,1.28704675,1.292608106,1.298822157,1.302337212,1.301321494,1.323499322,1.330770161,1.339008303,1.332951017,1.34487287,1.361521094,1.353413334,1.375539545,1.389765936,1.407788719,1.422183226,1.452916224,1.457340072,1.474431608,1.499180244,1.513239791,1.508412666
demandDE-88,1,1.014988354,1.025079358,1.033456516,1.050776742,1.064557523,1.076788768,1.086559983,1.088039418,1.101574436,1.105006796,1.105625757,1.107885757,1.119469538,1.135748346,1.142300981,1.164694152,1.177405564,1.186056773,1.202678304,1.214323116,1.215781782,1.22635763,1.250171265,1.257602338,1.269277841,1.270899882,1.291084253,1.309677647,1.317045104,1.312692663,1.32962684,1.341860659,1.36891942,1.384488449,1.392721866,1.422552317,1.449391404,1.45850299,1.447284409,1.472805336,1.513004093,1.527868675,1.532041525,1.526817308,1.554000575,1.562961998,1.587557219,1.613178949,1.598651372
