,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063
demandDE-21,1,1.002048253,1.016375708,1.020095826,1.031744698,1.054594472,1.05069463,1.068416441,1.085937045,1.116593912,1.136491665,1.145022012,1.148908396,1.175506295,1.192250082,1.210018064,1.221597087,1.21691649,1.236389755,1.259893613,1.265347878,1.262173909,1.278375785,1.293604616,1.295851331,1.298024638,1.321714324,1.335272478,1.358454818,1.360894444,1.372616655,1.382925567,1.390903506,1.417698135,1.429670017,1.463202398,1.474720241,1.498397372,1.528220716,1.526654731,1.542648646,1.577600886,1.615633688,1.63966793,1.652203491,1.69585222,1.714117601,1.726973082,1.774012235,1.794650306
demandDE-22,1,1.010668969,1.0371363,1.048890256,1.074361588,1.096170334,1.124843307,1.131641222,1.150094932,1.164383719,1.181592522,1.191816211,1.199978252,1.218981886,1.231559139,1.247465851,1.265529902,1.278954561,1.295720939,1.308222868,1.326962251,1.323630613,1.341168973,1.329807045,1.341208788,1.339746782,1.335299901,1.347760483,1.372187649,1.394454694,1.422437294,1.421371506,1.438363165,1.471344299,1.499075428,1.507716277,1.524748644,1.519021273,1.529307723,1.553212484,1.583078787,1.589664192,1.608569572,1.629319554,1.633425708,1.664872808,1.690182309,1.704503083,1.728542947,1.760281512
demandDE-23,1,0.997362509,0.997288102,1.006728899,1.004988072,1.013703809,1.01582181,1.022751202,1.023859511,1.049863252,1.061782889,1.07844764,1.077130074,1.08878723,1.107189958,1.110342846,1.112074189,1.124251583,1.127773858,1.117757666,1.125787066,1.141908892,1.157267367,1.164541948,1.178607758,1.186017426,1.190944438,1.219088496,1.238433631,1.25559968,1.274951507,1.288365566,1.306401771,1.314469366,1.330137919,1.358396901,1.383077529,1.397463066,1.412381744,1.42187069,1.450894738,1.462941507,1.480001084,1.494218166,1.504527473,1.523684489,1.536298563,1.555641668,1.594783068,1.62664816
demandDE-24,1,1.011709383,1.026599822,1.024125376,1.027063473,1.039725337,1.044084537,1.057957374,1.070092222,1.081411343,1.095105677,1.098376087,1.104382732,1.117274795,1.121270705,1.131198767,1.140145308,1.164595368,1.181547573,1.204108895,1.2165434,1.220480238,1.235338026,1.259794956,1.268887324,1.293323057,1.31098631,1.323309167,1.330602401,1.355599323,1.354471164,1.359051707,1.362868064,1.362417628,1.364733984,1.358429329,1.370552053,1.38651767,1.392977008,1.399168107,1.417637145,1.441899138,1.457481273,1.457099455,1.498297022,1.496929289,1.503209508,1.496791531,1.505076451,1.525632683
demandDE-25,1,1.017152256,1.017330334,1.015627085,1.026607946,1.046108855,1.042449344,1.058402704,1.068800151,1.09057424,1.086856977,1.095065767,1.095656551,1.119021292,1.132341967,1.142364932,1.138647401,1.142665366,1.164518231,1.188008231,1.190471671,1.20197606,1.204401571,1.232783583,1.263238803,1.291730771,1.305589435,1.321218739,1.333700418,1.346971431,1.36745507,1.393413067,1.400804656,1.407354577,1.409452811,1.445826671,1.483374501,1.505446443,1.525871004,1.538610098,1.54582572,1.552626302,1.565738639,1.570095763,1.597862331,1.593697702,1.602943223,1.635665623,1.663681229,1.705900854
demandDE-26,1,1.024065166,1.031892508,1.04888856,1.071082295,1.088175511,1.090736849,1.097619621,1.11960914,1.124964987,1.134683158,1.150349747,1.17799218,1.169806699,1.178949481,1.199029031,1.212534224,1.213646503,1.215393657,1.231204495,1.239715953,1.258430394,1.267333085,1.275711164,1.268820414,1.273430761,1.280627491,1.272144325,1.277569239,1.301402052,1.297854924,1.310958303,1.329557661,1.349011048,1.358564506,1.369418566,1.367482803,1.390126067,1.390332697,1.401300242,1.40372589,1.424462407,1.46119443,1.47197748,1.494613207,1.502757528,1.503586152,1.509636789,1.522085413,1.51914985
demandDE-27,1,1.00672593,1.015645545,1.027558205,1.038911113,1.050020118,1.064515843,1.072857262,1.099087525,1.110834508,1.127550774,1.143144739,1.150255521,1.165405118,1.167465345,1.17245548,1.204660468,1.2064036,1.22969943,1.251744249,1.289044928,1.301973735,1.311774548,1.300587543,1.314162342,1.317036914,1.339895231,1.376749318,1.374689061,1.397190695,1.420550452,1.433202423,1.430949359,1.457874687,1.481485479,1.494851818,1.534214221,1.536141157,1.557797886,1.572720717,1.574130941,1.610522415,1.616108231,1.641614971,1.640641919,1.669040054,1.669815329,1.685672557,1.704837458,1.744602509
demandDE-28,1,1.00366668,1.008649159,1.015322136,1.017776308,1.033656581,1.047234978,1.061389353,1.065759252,1.08452326,1.088457554,1.086375526,1.105722957,1.120512286,1.132805895,1.132240386,1.139872272,1.150604097,1.143782709,1.17572441,1.196948671,1.212890644,1.22970981,1.233521014,1.260780993,1.270242542,1.280715984,1.293930726,1.313419059,1.315481841,1.324090857,1.332770942,1.368186979,1.369656471,1.370541532,1.39550988,1.414882108,1.414756262,1.415587461,1.442829315,1.466596471,1.490191186,1.499633522,1.529317825,1.54565575,1.566555012,1.570395591,1.601492525,1.629639072,1.634476581
demandDE-29,1,1.021376844,1.044657037,1.058964638,1.068626961,1.085654895,1.090218357,1.111218563,1.126319802,1.130181458,1.140147149,1.155267308,1.150283682,1.159805354,1.179857963,1.201328297,1.223894345,1.229298886,1.252498988,1.264106893,1.274604138,1.273827371,1.304575121,1.315395083,1.345659668,1.353863766,1.365922202,1.40186459,1.420355785,1.417278004,1.446101624,1.452744698,1.458622923,1.479393214,1.483808502,1.49237416,1.52432903,1.534849801,1.566056997,1.586208943,1.576311054,1.575797102,1.619298452,1.625994785,1.644969874,1.672864171,1.683349124,1.704057378,1.705764578,1.725624802
demandDE-30,1,1.009686186,1.032130902,1.032755265,1.054063161,1.055278775,1.050391563,1.057569986,1.053868727,1.051037263,1.065792465,1.075340309,1.095984507,1.110826494,1.130187116,1.153819568,1.147425865,1.166026224,1.199406697,1.213308946,1.207514921,1.213711616,1.219426556,1.234581552,1.258803141,1.26920409,1.267252994,1.277736254,1.297753461,1.305028192,1.327870005,1.334836415,1.347160991,1.351251112,1.349191161,1.374498412,1.370118288,1.392278827,1.418454703,1.44324327,1.443082904,1.467914598,1.501649362,1.51491283,1.529191422,1.530911964,1.54190198,1.552868035,1.556893625,1.552293945
demandDE-31,1,0.999936415,1.007053698,1.013504732,1.041926015,1.049019482,1.062302897,1.070791267,1.075671031,1.086481011,1.092121935,1.099971025,1.10367897,1.11455532,1.118748958,1.127570221,1.138510336,1.129382897,1.138652267,1.136486339,1.150460449,1.162375665,1.164789847,1.182699493,1.188397653,1.213307719,1.219180145,1.226331297,1.250093403,1.268429366,1.273191212,1.305167052,1.309337907,1.321800305,1.325781788,1.354015487,1.38363741,1.39733301,1.42554582,1.435483133,1.433258842,1.458407597,1.456629453,1.495354265,1.507317325,1.516736436,1.509235348,1.550285475,1.561654877,1.583372497
demandDE-32,1,1.013840583,1.027540767,1.029523788,1.052098989,1.069717967,1.090204212,1.105596002,1.105050687,1.119287838,1.132602221,1.127479281,1.151382449,1.159976281,1.179771565,1.190880431,1.211653757,1.233221175,1.23866947,1.25031486,1.26777036,1.274328785,1.269186444,1.292036813,1.323144983,1.335832752,1.360501349,1.379300576,1.401582098,1.439156987,1.441410235,1.455199231,1.467068165,1.486372299,1.50496989,1.521016019,1.524544098,1.513156152,1.532145493,1.5253772,1.551928144,1.59231885,1.627043803,1.655087529,1.643926548,1.685040869,1.699426747,1.725515257,1.727908248,1.752682851
demandDE-33,1,1.014926233,1.016512722,1.018040495,1.030179661,1.033990064,1.039734439,1.045297856,1.057429557,1.066477617,1.096234931,1.102297981,1.111780141,1.111711988,1.115331265,1.124129662,1.140761113,1.149851947,1.142964347,1.152618843,1.163047708,1.176129507,1.184325469,1.208562502,1.222572988,1.233265727,1.255709329,1.261373922,1.251922505,1.27249866,1.289059875,1.310647113,1.323573855,1.344910949,1.36898264,1.390834697,1.407874619,1.403619556,1.421328649,1.451471366,1.46686561,1.475940545,1.504404552,1.521183738,1.534762338,1.530409618,1.553796586,1.567123506,1.599580302,1.625231815
demandDE-34,1,1.023532326,1.020086525,1.045884171,1.061165665,1.062530559,1.07271229,1.092973676,1.095547252,1.097901242,1.104572445,1.10757501,1.106906576,1.119183477,1.14252068,1.149636811,1.169420645,1.183307932,1.191503378,1.195237207,1.199563403,1.204814809,1.227351156,1.242910043,1.26531699,1.271398083,1.283161357,1.303775279,1.328963231,1.342770292,1.364120347,1.375106357,1.394768757,1.413179645,1.418605655,1.41799905,1.454658949,1.471038886,1.486952846,1.524782667,1.563334778,1.576945034,1.598460852,1.598238383,1.602958603,1.60443092,1.613746754,1.646398692,1.655382197,1.678695291
demandDE-35,1,1.005855863,1.015414769,1.019012494,1.032398837,1.039728301,1.06996712,1.077729672,1.089684643,1.09529843,1.110360024,1.117763812,1.137338427,1.148271273,1.16611857,1.190868776,1.218324887,1.226243411,1.261854752,1.271284764,1.278143246,1.288852755,1.301227696,1.308377242,1.318363267,1.337855787,1.372737609,1.394664247,1.398697805,1.406385304,1.407581862,1.418053344,1.446031545,1.474605342,1.477267986,1.481777381,1.506000095,1.533267606,1.552925688,1.588647435,1.611114174,1.629184564,1.654705842,1.678117879,1.687249097,1.689019159,1.7045408,1.710503997,1.724916348,1.714266754
demandDE-36,1,1.01092111,1.016670772,1.018534534,1.029647955,1.028303067,1.032837141,1.034843645,1.057675928,1.060199044,1.063144075,1.084380089,1.101405202,1.10490697,1.126520381,1.138247195,1.133790736,1.156239352,1.164744046,1.194813636,1.205213732,1.226323763,1.232676136,1.249038699,1.259802615,1.256525724,1.263393047,1.298206692,1.310807192,1.313022248,1.326669499,1.343215336,1.353505532,1.359884413,1.3863049,1.413675057,1.440055785,1.449241636,1.464928806,1.483375303,1.522663381,1.51809202,1.554343194,1.57636769,1.601937183,1.618070678,1.623791836,1.635502596,1.6666585,1.677160391
demandDE-37,1,1.018044993,1.031081451,1.037357731,1.063823835,1.072989405,1.099945407,1.11510359,1.123166345,1.146562428,1.159179949,1.167764691,1.172819736,1.187781348,1.21465014,1.215942375,1.236353972,1.26741398,1.296231059,1.317575402,1.314402641,1.330784741,1.34869205,1.368745007,1.384794181,1.396379656,1.417009576,1.436666398,1.457406679,1.446048692,1.46379896,1.454948907,1.457946161,1.470756176,1.468282467,1.499974238,1.536373382,1.553202926,1.57791064,1.608774396,1.639092078,1.632617346,1.634114953,1.662350651,1.661683546,1.699362738,1.713064933,1.710228481,1.721163481,1.733328156
demandDE-38,1,1.018529907,1.020581395,1.03784314,1.059957425,1.072216914,1.081638103,1.099250805,1.108769081,1.121913746,1.146075198,1.141610201,1.154510545,1.182142456,1.200430986,1.192648578,1.195219921,1.195677,1.186691019,1.18392476,1.196957691,1.204148869,1.227548089,1.246589323,1.265870758,1.270988746,1.280465722,1.28695131,1.284611644,1.298539301,1.302689953,1.315022441,1.328577655,1.338257693,1.357912436,1.373526187,1.392668704,1.396431692,1.405751095,1.416106178,1.428754543,1.441692015,1.463489174,1.47806886,1.478238912,1.483792588,1.503766068,1.523645227,1.543333646,1.557297405
demandDE-39,1,0.998975382,1.003055002,1.015091895,1.03251411,1.050152216,1.07183865,1.078706916,1.097627272,1.103042976,1.121786755,1.128523725,1.139657562,1.163379342,1.192305735,1.204120946,1.219618605,1.214927177,1.225116642,1.222896582,1.248157687,1.252971739,1.269609633,1.274845087,1.278135693,1.294571828,1.291154482,1.300911354,1.318089839,1.331720397,1.351220444,1.371202977,1.394527278,1.398397131,1.414419252,1.443038514,1.430161043,1.453833734,1.465411893,1.457864591,1.474988544,1.489141937,1.487694342,1.490088171,1.496376003,1.511543457,1.547292002,1.570819175,1.582222395,1.59748266
demandDE-40,1,1.009746816,1.026306218,1.038017501,1.050747636,1.062339206,1.082335712,1.090671788,1.097968756,1.108953663,1.126470069,1.124132988,1.133706165,1.13745445,1.156471746,1.174054021,1.185595892,1.191366714,1.217182741,1.22355425,1.233675639,1.253109857,1.266200971,1.268011539,1.265816608,1.275387951,1.281296869,1.303714007,1.308444815,1.334423394,1.361115114,1.366863421,1.371127117,1.364548799,1.377504227,1.385362578,1.390443863,1.408706087,1.418963113,1.435252254,1.452761552,1.478226915,1.491782919,1.505586778,1.524107011,1.552831448,1.560276994,1.577572846,1.585496471,1.618594074
demandDE-41,1,1.007712918,1.023319566,1.016486266,1.018055397,1.017390539,1.017621404,1.031782799,1.033444718,1.028222856,1.019791561,1.025268075,1.048918986,1.060530581,1.059265069,1.082700534,1.103031675,1.108232479,1.121116918,1.135660886,1.151582922,1.166671155,1.187390413,1.196609874,1.226433337,1.218595561,1.219966488,1.224040849,1.226233478,1.234196149,1.268302704,1.291386772,1.313112171,1.326612778,1.323436007,1.340291581,1.347561056,1.360089834,1.354807292,1.384136325,1.398083215,1.419509942,1.426523889,1.426218203,1.442294891,1.451577243,1.464882611,1.475054359,1.482937262,1.490244593
demandDE-42,1,1.019140899,1.031912851,1.04499669,1.058197157,1.057604007,1.080764348,1.089634976,1.108016743,1.108753506,1.117394828,1.145097692,1.154776837,1.157285361,1.158352928,1.161169792,1.168256238,1.188024815,1.198177924,1.21595115,1.211312471,1.221536538,1.214369174,1.225690018,1.246617887,1.254504142,1.282537059,1.295268968,1.318783598,1.339404055,1.353219056,1.350311174,1.373917953,1.403991491,1.412134179,1.440653109,1.454090106,1.472466602,1.494647161,1.50365504,1.518725045,1.517715837,1.534886946,1.547205291,1.56397104,1.586909356,1.596063993,1.627561227,1.656411222,1.689442066
demandDE-43,1,1.013662894,1.024109907,1.020972438,1.028890525,1.035452358,1.056418284,1.06452987,1.069914974,1.081313542,1.096424653,1.123105155,1.152199439,1.177745107,1.19446274,1.214473251,1.236338284,1.248787892,1.266752794,1.276932237,1.302857088,1.31239427,1.328692418,1.34940854,1.361386119,1.384380012,1.392365222,1.407903364,1.420901184,1.456632432,1.472566421,1.473918172,1.507360642,1.532734698,1.552267907,1.569673916,1.584895043,1.594267431,1.587583756,1.607990802,1.645070681,1.651437291,1.666633164,1.666989105,1.709778674,1.710386053,1.732736643,1.735193983,1.752903093,1.779758056
